file_name,person_id,gender,race,id_num,emotion,intensity,is_neutral,img_type,original_path
M0014_SA03WH_F2D.bmp,M0014,M,WH,0014,SA,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SA03WH_F2D.bmp
M0014_DI01WH_F2D.bmp,M0014,M,WH,0014,DI,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_DI01WH_F2D.bmp
M0014_HA03WH_F2D.bmp,M0014,M,WH,0014,HA,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_HA03WH_F2D.bmp
M0014_SU03WH_F2D.bmp,M0014,M,WH,0014,SU,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SU03WH_F2D.bmp
M0014_HA01WH_F2D.bmp,M0014,M,WH,0014,HA,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_HA01WH_F2D.bmp
M0014_DI03WH_F2D.bmp,M0014,M,WH,0014,DI,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_DI03WH_F2D.bmp
M0014_AN02WH_F2D.bmp,M0014,M,WH,0014,AN,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_AN02WH_F2D.bmp
M0014_AN04WH_F2D.bmp,M0014,M,WH,0014,AN,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_AN04WH_F2D.bmp
M0014_AN01WH_F2D.bmp,M0014,M,WH,0014,AN,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_AN01WH_F2D.bmp
M0014_HA04WH_F2D.bmp,M0014,M,WH,0014,HA,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_HA04WH_F2D.bmp
M0014_SA02WH_F2D.bmp,M0014,M,WH,0014,SA,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SA02WH_F2D.bmp
M0014_AN03WH_F2D.bmp,M0014,M,WH,0014,AN,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_AN03WH_F2D.bmp
M0014_SA04WH_F2D.bmp,M0014,M,WH,0014,SA,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SA04WH_F2D.bmp
M0014_HA02WH_F2D.bmp,M0014,M,WH,0014,HA,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_HA02WH_F2D.bmp
M0014_SU02WH_F2D.bmp,M0014,M,WH,0014,SU,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SU02WH_F2D.bmp
M0014_FE02WH_F2D.bmp,M0014,M,WH,0014,FE,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_FE02WH_F2D.bmp
M0014_SU01WH_F2D.bmp,M0014,M,WH,0014,SU,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SU01WH_F2D.bmp
M0014_DI04WH_F2D.bmp,M0014,M,WH,0014,DI,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_DI04WH_F2D.bmp
M0014_FE01WH_F2D.bmp,M0014,M,WH,0014,FE,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_FE01WH_F2D.bmp
M0014_SU04WH_F2D.bmp,M0014,M,WH,0014,SU,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SU04WH_F2D.bmp
M0014_FE03WH_F2D.bmp,M0014,M,WH,0014,FE,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_FE03WH_F2D.bmp
M0014_NE00WH_F2D.bmp,M0014,M,WH,0014,NE,00,True,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_NE00WH_F2D.bmp
M0014_SA01WH_F2D.bmp,M0014,M,WH,0014,SA,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_SA01WH_F2D.bmp
M0014_FE04WH_F2D.bmp,M0014,M,WH,0014,FE,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_FE04WH_F2D.bmp
M0014_DI02WH_F2D.bmp,M0014,M,WH,0014,DI,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0014/M0014_DI02WH_F2D.bmp
M0039_SA04AE_F2D.bmp,M0039,M,AE,0039,SA,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SA04AE_F2D.bmp
M0039_NE00AE_F2D.bmp,M0039,M,AE,0039,NE,00,True,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_NE00AE_F2D.bmp
M0039_SU02AE_F2D.bmp,M0039,M,AE,0039,SU,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SU02AE_F2D.bmp
M0039_SU01AE_F2D.bmp,M0039,M,AE,0039,SU,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SU01AE_F2D.bmp
M0039_SA01AE_F2D.bmp,M0039,M,AE,0039,SA,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SA01AE_F2D.bmp
M0039_DI02AE_F2D.bmp,M0039,M,AE,0039,DI,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_DI02AE_F2D.bmp
M0039_SA02AE_F2D.bmp,M0039,M,AE,0039,SA,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SA02AE_F2D.bmp
M0039_FE04AE_F2D.bmp,M0039,M,AE,0039,FE,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_FE04AE_F2D.bmp
M0039_HA01AE_F2D.bmp,M0039,M,AE,0039,HA,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_HA01AE_F2D.bmp
M0039_HA03AE_F2D.bmp,M0039,M,AE,0039,HA,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_HA03AE_F2D.bmp
M0039_SU04AE_F2D.bmp,M0039,M,AE,0039,SU,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SU04AE_F2D.bmp
M0039_FE03AE_F2D.bmp,M0039,M,AE,0039,FE,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_FE03AE_F2D.bmp
M0039_HA02AE_F2D.bmp,M0039,M,AE,0039,HA,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_HA02AE_F2D.bmp
M0039_SA03AE_F2D.bmp,M0039,M,AE,0039,SA,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SA03AE_F2D.bmp
M0039_FE01AE_F2D.bmp,M0039,M,AE,0039,FE,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_FE01AE_F2D.bmp
M0039_DI04AE_F2D.bmp,M0039,M,AE,0039,DI,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_DI04AE_F2D.bmp
M0039_AN02AE_F2D.bmp,M0039,M,AE,0039,AN,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_AN02AE_F2D.bmp
M0039_DI03AE_F2D.bmp,M0039,M,AE,0039,DI,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_DI03AE_F2D.bmp
M0039_AN03AE_F2D.bmp,M0039,M,AE,0039,AN,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_AN03AE_F2D.bmp
M0039_AN04AE_F2D.bmp,M0039,M,AE,0039,AN,04,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_AN04AE_F2D.bmp
M0039_FE02AE_F2D.bmp,M0039,M,AE,0039,FE,02,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_FE02AE_F2D.bmp
M0039_SU03AE_F2D.bmp,M0039,M,AE,0039,SU,03,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_SU03AE_F2D.bmp
M0039_AN01AE_F2D.bmp,M0039,M,AE,0039,AN,01,False,F2D,/home/vicky/Documents/BU_3DFE/M0039/M0039_AN01AE_F2D.bmp
